PROGRAM,SITE,YEAR,ANC,DOC,NO3,SBC_ALL,SBC-0,SO4
ALTM,040852O,2006,1.02,5.92,14.15,69.85,86.6,63.47
ALTM,040850O,2010,28.09,3.16,2.53,97.37,113.86,63.47
VTSSS,M003,1994,20.03,0,1.267,92.403,0,63.487
ALTM,1A1-112S,2004,7.45,8.24,9.04,82.88,106.01,63.51
VTSSS,VT48,2004,54.455,0,1.58,140.385,0,63.523
VTSSS,VT34,1990,60.385,0,0.855,156.218,0,63.565
VTSSS,PINE,2003,226.23,0.655,6.708,326.973,0,63.618
VTSSS,VT37,2017,31.53,0,19.0775,129.0725,0,63.645
CATLTM,1434021,2015,-11.38,1.8537,13.55,77.86,65.56,63.69
VTSSS,VT78,2002,3.07,0,3.093,74.71,0,63.698
VTLTM,1C1-112E,1997,47.067,0,2.833,145.767,117.367,63.7
ALTM,1A1-110O,2012,68.58,4.08,15.9,140.92,177.38,63.71
VTSSS,M003,1997,118.907,0,10.21,205.673,0,63.75
VTSSS,M004,2014,59.1,0,6.31,204.975,0,63.82
ALTM,040707O,2011,49.61,5.26,4.76,105.51,139.97,63.83
VTSSS,VT16,2017,25.0975,0,0.14,107.0225,0,63.83
VTSSS,VT33,2009,576.653,0,0,628.725,0,63.83
ALTM,040576O,2009,26.28,3.98,13.24,106.87,121.87,63.9
ALTM,1A1-052O,2014,91.49,4.98,9.85,165.02,196.13,63.9
ALTM,1A1-102O,2006,42,2.21,6.72,101.56,123.52,63.93
ALTM,1A1-078S,2016,22.23,2.76,6.46,82.93,115.16,63.95
VTSSS,VT77,2005,42.225,0,0.528,126.953,0,63.958
ALTM,1A1-109O,2014,95.71,4.05,18.32,159.98,201.61,63.97
ALTM,020265O,2008,20.92,3.44,20.46,88.14,110.18,63.99
ALTM,020265O,2007,27.08,3.18,31.81,98.25,125.22,63.99
MELTM,1E1-133E,1997,40.2,3.4,1,192.2,91.2,64
VTSSS,VT48,1990,61.928,0,1.24,143.265,0,64.005
ALTM,1A1-052O,2016,75.68,5.51,2.27,156.13,188.67,64.12
ALTM,040704O,2008,21.99,3.42,5.37,67.67,92.11,64.13
VTSSS,VT45,2012,60.07,0,0.37,150.465,0,64.135
MELTM,ME-4575E,2004,41.26666667,4.866666667,0,211.4333333,112.1,64.16666667
MELTM,ME-0441E,1995,59.53333333,5.9,0.333333333,214.2,134.2,64.16666667
VTLTM,1C1-091E,2003,59.8,6.6,4.267,157.9,136.333,64.2
VTSSS,VT77,2012,65.06,0,0.288,149.965,0,64.2
VTLTM,1C1-093E,2009,0.933,2.117,8.329,80.641,58.021,64.264
VTSSS,M003,2003,71.64,0,0.677,158.587,0,64.287
ALTM,1A1-106O,2010,25.57,4.8,5.96,99.57,124.59,64.3
VTSSS,VT09,2017,27.7275,0,3.02,109.42,0,64.3025
MELTM,ME-9999E,1994,22.86666667,2.8,0.2,140.4333333,75.76666667,64.33333333
VTSSS,M004,2013,77.257,0,0,181.38,0,64.367
ALTM,060315AO,2014,46.43,8.56,15.83,124.98,159.38,64.39
VTSSS,VT24,2003,30.643,0,0.93,110.798,0,64.418
VTLTM,1C1-095E,2007,25.4,3.3,21.667,132.367,94.667,64.467
ALTM,040576O,2010,31.54,4.15,17.17,116.25,133.53,64.47
VTSSS,VT34,1996,70.26,0,3.68,157.375,0,64.49
VTSSS,VT48,2017,59.5775,0,0.75,146.8275,0,64.5
VTLTM,1C1-097E,2001,19.6,1.6,7.1,113.033,80.4,64.533
ALTM,020059O,2005,47.44,8.57,2.4,141.76,169.82,64.58
VTLTM,1C1-097E,2003,25.667,1.667,6.4,120.1,85.867,64.6
VTSSS,VT34,2006,55.753,0,0,145.375,0,64.608
ALTM,1A1-113S,2013,62.44,3.17,17.18,133.4,166.63,64.64
VTSSS,VT48,2013,51.06,0,0.453,138.713,0,64.645
VTSSS,VT45,2006,50.653,0,0.168,143.973,0,64.703
VTLTM,1C1-110E,1995,-3.4,0.7,9.367,70.267,54.367,64.733
ALTM,1A1-089O,2012,26.33,3.52,15.38,104.67,124.18,64.75
ALTM,040850O,2009,22.51,2.99,4.38,95.37,110.5,64.77
CATLTM,1364959,2012,7.98,2.05,24,119.84,104.4,64.78
VTLTM,1C1-101E,1996,-11.2,0,5,80.3,60,64.8
ALTM,1A1-059O,2014,58.38,7.97,19.37,140.83,176.5,64.86
ALTM,1A1-109O,2013,84.27,4.34,17.04,157.09,195.66,64.89
VTSSS,MAD2,2012,134.778,0.845,0.083,230.838,0,64.893
VTLTM,1C1-090E,1993,22.533,3.45,1.367,117.367,96.2,64.933
CATLTM,143400680,2011,1.83,2.76,11.14,84.84,73,64.98
MELTM,1E1-132E,1996,5.4,1.7,0.4,173.6,72.6,65
ALTM,020265O,2006,18.96,2.73,43.37,97.21,123.02,65
ALTM,1A1-109O,2015,110.3,4.12,13.73,174.02,218.92,65
VTSSS,VT78,2007,2.285,0,1.475,85.79,0,65.045
VTSSS,M003,2009,120.9,0,2.345,208.093,0,65.078
VTSSS,VT77,1994,44.328,0,0.765,125.508,0,65.148
ALTM,040826O,2009,35.83,3.26,6.25,110.73,140,65.21
VTLTM,1C1-101E,2002,-4.467,4.9,5.633,83.433,58.6,65.233
VTSSS,M003,1999,100.493,0,4.637,195.907,0,65.277
ALTM,1A1-112S,2001,10.52,9.11,5.71,88.43,112.5,65.28
ALTM,1A1-102O,2008,42.01,2.19,7.07,106.28,127.59,65.28
ALTM,1A1-059O,2013,47.56,9,18.16,139.16,173.43,65.28
VTSSS,VT45,1995,48.57,0,1.46,142.948,0,65.285
VTLTM,1C1-112E,1999,36.933,6.5,2.6,144.467,116.4,65.333
VTLTM,1C1-090E,1995,39.333,3.8,2.567,128.833,105.067,65.367
VTSSS,MAD2,1991,118.085,0,4.74,222.875,0,65.388
VTSSS,VT77,2009,55.995,0,0,146.618,0,65.41
VTSSS,MAD2,2004,126.568,0.488,0.803,223.853,0,65.458
ALTM,040210O,2009,-0.57,3.69,10.72,55.83,70.75,65.46
VTSSS,VT61,2017,348.58,0,0.9325,465.5275,0,65.6475
VTSSS,VT56,2016,7.338,0,10.565,95.263,0,65.66
VTSSS,VT77,2003,47.083,0,1.025,137.463,0,65.663
VTSSS,VT33,2011,608.543,0,0.14,685.52,0,65.695
VTSSS,VT19,2015,72.813,0,17.593,175.97,0,65.697
VTSSS,VT48,1996,53.445,0,3.108,141.62,0,65.76
ALTM,1A3-048O,2011,22.37,4.16,28.06,83.79,117.13,65.86
ALTM,1A1-110O,2010,52.47,4.44,6.5,122.39,152.65,65.89
VTSSS,WOR1,1992,24.28,0,53.473,167.873,0,65.955
VTSSS,VT34,1994,71.44,0,2.823,157.77,0,65.977
MELTM,1E1-134E,2007,-15.4,4.8,0.066666667,120.9,43.9,66
MELTM,1E1-132E,2003,16.9,0,0.4,171.7,76.7,66
MELTM,1E1-132E,2001,15.8,1.7,0,181.9,77.9,66
MELTM,1E1-132E,2002,16.1,2.2,0,188.2,79.2,66
VTSSS,VT34,1998,55.34,0,3.138,140.743,0,66.008
VTSSS,PINE,2006,239.695,0.525,0.485,353.548,0,66.043
VTSSS,VT33,2008,740.355,0,0.74,797.833,0,66.058
ALTM,070859O,2006,6.92,3.13,17.13,70.49,91,66.07
ALTM,040704O,2006,15.62,3.33,5.12,67.19,94.09,66.11
VTLTM,1C1-095E,2006,14.4,2.733,15.7,118.3,85.25,66.133
VTSSS,VT48,2014,70.578,0,2.565,164.343,0,66.145
CATLTM,1434021,2014,-17.88,0.5263,17.45,80.65,68.1,66.15
VTSSS,VT18,2013,99.708,0,11.298,197.703,0,66.193
VTLTM,1C1-089E,1994,7.067,5.1,2.8,92.067,71.533,66.2
VTLTM,1C1-095E,2004,19.467,3.367,17.367,118.6,86.4,66.2
VTSSS,VT19,2005,67.87,0,15.183,193.53,0,66.227
ALTM,1A1-089O,2011,20.7,4.18,11.6,94.33,112.51,66.23
ALTM,060315AO,2012,55.16,8.54,20.28,145.88,182.91,66.23
VTSSS,VT61,2016,351.205,0,2.383,456.375,0,66.23
VTSSS,VT48,1994,54.933,0,1.82,143.15,0,66.25
VTSSS,VT09,2013,17.275,0,2.233,110.768,0,66.253
ALTM,060315AO,2015,75.62,8.16,9.54,144.31,185.61,66.26
VTSSS,VT56,2009,4.79,0,12.18,106.438,0,66.39
CATLTM,1434021,2012,-14.78,2.92,16.21,75.33,64.59,66.41
VTSSS,VT56,2014,7.663,0,10.298,97.693,0,66.475
ALTM,050706O,2008,11.04,4.44,25.38,79.96,98.37,66.49
MELTM,1E1-132E,1999,10.8,1.65,0.3,161.6,65.85,66.5
VTLTM,1C1-091E,1998,41.133,6.8,0.467,137.233,116.467,66.5
ALTM,1A1-109O,2016,103.82,4.43,8.57,173.53,219.86,66.63
VTLTM,1C3-076E,2006,21.133,4.333,7.1,754.2,101.65,66.633
VTLTM,1C1-107E,2004,65.467,6.433,5.1,177.5,151.267,66.633
ALTM,1A1-071S,2016,235.51,3.45,2.49,287.63,337.7,66.67
CATLTM,1434021,2016,-8.94,1.2135,11.58,84.42,71.04,66.69
VTLTM,1C1-091E,1996,39.533,0,1.433,138.533,116.867,66.7
VTSSS,M002,1999,-14.913,0,2.04,61.703,0,66.7
VTSSS,VT33,1999,687.32,0,0.953,768.358,0,66.7
VTSSS,VT77,1991,65.108,0,0.788,151.2,0,66.748
VTSSS,VT77,1993,55.188,0,0.81,138.788,0,66.795
ALTM,1A3-065O,2006,6.56,3.4,20.44,76.02,96.39,66.8
ALTM,1A1-112S,2007,2.28,7.01,12.34,78.05,102.12,66.8
VTSSS,VT48,2015,63.535,0,2.01,154.658,0,66.883
ALTM,1A1-059O,2016,68.75,7.55,10.53,151.46,192.67,66.89
VTSSS,VT48,1997,63.318,0,2.898,152.96,0,66.898
VTSSS,VT19,2013,75.47,0,22.693,183.453,0,66.905
VTSSS,VT77,1997,47.56,0,0.645,134.19,0,66.983
MELTM,1E1-132E,1995,5.15,2.05,0,174.7,75.45,67
MELTM,1E1-132E,2000,11.5,1.9,0,203.2,79.2,67
MELTM,ME-4575E,1996,34.3,4.95,0.15,204.35,110.35,67
MELTM,1C1-078E,2003,60.3,6.4,0.05,179.75,135.25,67
MELTM,1E2-060E,2001,146,10.33333333,0.133333333,267.3333333,229.6666667,67
ALTM,040826O,2007,33.16,3.27,15.86,115.69,144.84,67.05
VTSSS,VT77,2007,47.375,0,0,141.97,0,67.075
VTLTM,1C1-112E,2000,34.6,4.767,2.833,140.033,110.567,67.1
ALTM,1A1-113S,2014,60.14,3.53,18.99,134.87,167.53,67.1
ALTM,1A1-078S,2012,24.13,2.77,19.06,93.16,122.36,67.11
ALTM,040707O,2012,67.85,4.39,5,127.67,167.34,67.18
VTSSS,VT32,2016,20.3,0,4.463,107.127,0,67.18
VTSSS,MAD2,2011,125.62,0.76,0.11,222.915,0,67.18
ALTM,050706O,2007,7.53,3.92,32.21,82.97,103.7,67.22
VTLTM,1C1-090E,1994,29.933,3.467,1.9,124.067,101.233,67.233
VTSSS,PINE,1999,224.413,0.785,10.235,329.378,0,67.235
ALTM,1A1-059O,2015,69.31,7.89,15.8,152.01,192.28,67.24
VTSSS,VT45,1992,51.878,0,3.32,144.395,0,67.25
VTSSS,VT48,2012,68.21,0,1.088,161.348,0,67.29
VTSSS,M002,1997,-0.947,0,0.8,82.19,0,67.34
VTSSS,VT09,2004,9.46,0,2.695,100.76,0,67.43
VTSSS,VT18,2015,91.37,0,9.607,190.65,0,67.433
VTSSS,VT37,2016,36.218,0,13.225,131.755,0,67.48
VTLTM,1C1-093E,2008,-1.333,2.567,10.7,84.6,62.533,67.5
VTSSS,MAD2,2005,127.238,0.638,0.728,230.51,0,67.508
VTSSS,VT56,2015,7.213,0,6.075,93.4,0,67.56
VTSSS,VT48,2005,72.413,0,3.298,164.125,0,67.563
VTLTM,1C1-093E,2005,-1.8,2.367,15.7,87.2,62.533,67.6
VTSSS,VT37,2009,36.003,0,3.63,136.557,0,67.627
VTSSS,MAD2,1995,95.41,0,2.975,206.175,0,67.645
MELTM,ME-4575E,2001,43.86666667,3.566666667,0.4,200.2666667,103.2666667,67.66666667
VTSSS,VT37,2014,35.773,0,14.21,134.428,0,67.708
VTSSS,VT61,2014,329.168,0,4,454.103,0,67.72
VTSSS,VT34,2000,73.77,0,1.343,160.208,0,67.73
VTSSS,VT34,2003,54.175,0,1.813,142.275,0,67.82
MELTM,ME-4575E,2003,35.03333333,4,0.133333333,195.1,101.7666667,67.83333333
ALTM,1A1-112S,1998,-6.27,10.59,6.71,78.69,95.8,67.84
VTLTM,1C1-110E,1994,-8.4,1.1,11.35,70,54.85,67.85
VTSSS,VT61,1991,343.138,0,23.288,461.723,0,67.855
VTLTM,1C1-097E,1996,23.867,0,1.433,123.7,88.867,67.867
VTLTM,1C1-112E,1996,26.8,0,1.9,134.533,108.433,67.867
ALTM,1A1-105S,2012,66.45,3.44,25.08,147.28,180.52,67.89
VTSSS,VT16,2015,27.878,0,0.643,116.12,0,67.89
ALTM,1A1-071S,2014,227.39,3.8,7.25,271.16,316.72,67.9
VTLTM,1C1-101E,1997,-9.4,0,4.033,77.933,58,67.933
MELTM,1E1-132E,1997,10.3,1.5,0,175.2,73.2,68
VTSSS,VT18,2016,110.61,0,10.533,203.543,0,68.01
VTSSS,VT56,2008,4.408,0,7.993,96.418,0,68.028
ALTM,1A1-017S,2010,19.05,5.92,7.35,89.03,112.77,68.07
CATLTM,1434025,2010,29.997,1.459,13.945,135.523,122.306,68.127
VTSSS,MAD2,2006,120.745,0.605,0.118,222.135,0,68.14
VTSSS,VT34,1995,82.23,0,0.778,171.063,0,68.15
ALTM,1A1-111S,2006,-24.44,7.52,18.81,48.72,66.04,68.22
VTSSS,VT77,1992,50.943,0,0.793,136.28,0,68.248
VTSSS,VT19,2002,69.83,0,9.785,180.008,0,68.263
VTSSS,VT19,2016,86.817,0,16.18,185.457,0,68.283
ALTM,040186O,2006,-16.41,5.59,10.62,38.5,54.31,68.29
VTSSS,VT34,1997,68.873,0,2.173,157.298,0,68.29
CATLTM,1434021,2011,-6.99,2.5,11.25,73.44,63.52,68.3
ALTM,040874O,2006,3.27,2.76,13.06,65.73,83.78,68.33
MELTM,ME-4575E,2000,28.1,4.2,0.333333333,193.9666667,97.63333333,68.33333333
VTSSS,VT48,2003,49.075,0,1.285,140.115,0,68.388
ALTM,040874O,2007,7.26,2.46,12.43,74.45,93.68,68.39
ALTM,060315AO,2013,41.45,8.28,14.74,125.14,159.17,68.41
ALTM,040850O,2006,22.99,3.76,7.55,98.2,115.38,68.43
VTSSS,VT18,2012,100.55,0,3.008,201.325,0,68.453
MELTM,1E1-132E,1998,11.8,1.7,0,161.5,71.5,68.5
MELTM,ME-4575E,2002,44.03333333,4.133333333,0,206.3333333,105.6666667,68.5
VTLTM,1C1-091E,1994,47.8,4.067,1.633,145.8,124.9,68.5
VTSSS,PINE,2008,242.908,0.97,0.613,351.703,0,68.515
VTSSS,VT16,2011,26.05,0,0.155,114.51,0,68.525
VTSSS,MAD2,2000,127.375,0.603,0.788,224.175,0,68.525
ALTM,1A1-078S,2011,14.63,3.25,15.25,81.71,107.17,68.53
ALTM,1A1-106O,2009,20.62,4.59,8.33,96.64,120,68.56
ALTM,1A1-103O,2009,20.28,4.78,7.83,93.51,116.48,68.58
VTSSS,VT56,2013,5.738,0,8.643,96.318,0,68.638
VTLTM,1C1-110E,1993,-4.8,0.5,8.6,69.2,54.4,68.7
ALTM,040707O,2009,53.7,4.36,3.81,120.99,156.64,68.7
VTLTM,1C1-091E,1995,52.85,5.233,0.4,150.375,127.725,68.725
ALTM,1A2-066O,2010,16.82,2.62,7.28,79.91,98.88,68.73
ALTM,1A3-065O,2008,10.18,2.87,18.38,80.93,100.51,68.74
VTSSS,VT19,2006,53.337,0,10.8,175.827,0,68.773
ALTM,041007O,2006,7.53,5.87,21.65,84.01,104.75,68.78
VTSSS,VT37,2006,33.747,0,5.237,139.683,0,68.803
ALTM,1A1-113S,2011,51.45,3.32,15.06,123.7,155.3,68.81
ALTM,1A1-052O,2013,88.02,5.2,7.53,165.61,197.29,68.89
VTSSS,VT18,2006,55.423,0,1.12,169.27,0,68.89
VTSSS,VT61,1998,338.543,0,12.38,448.083,0,68.89
VTSSS,VT32,1992,10.773,0,10.515,104.828,0,68.985
CATLTM,143400680,2010,0.34,2.038,11.986,91.371,78.372,68.996
MELTM,1E1-134E,2005,-20.3,6.3,0.1,128.5,44.5,69
VTSSS,MAD2,1997,128.058,0.868,5.43,233.673,0,69
VTSSS,VT77,2001,59.923,0,0.733,147.493,0,69.027
VTSSS,VT37,2015,32.49,0,8.555,126.398,0,69.04
ALTM,050707O,2005,2.89,6.06,42.06,85.3,104.8,69.06
ALTM,040850O,2008,23.18,3.18,9.4,98.65,114.16,69.06
ALTM,1A1-105S,2011,52.07,3.94,15.94,126.46,156.62,69.07
VTSSS,MAD2,1998,146.918,1.093,4.125,246.618,0,69.11
VTSSS,VT09,2016,27.983,0,3.05,118.15,0,69.12
VTSSS,VT37,2012,32.975,0,11.22,130.698,0,69.148
ALTM,040704O,2005,11.8,3.13,5.99,65.98,92.8,69.19
VTLTM,1C1-100E,1997,2.333,0,3.067,97.2,81.467,69.2
ALTM,1A1-112S,2005,4.43,7.67,8.28,80.47,104.61,69.26
VTSSS,VT77,1998,67.127,0,5.493,165.12,0,69.26
VTSSS,M003,1996,-3.975,0,9.08,75.755,0,69.28
VTSSS,VT09,2006,11.228,0,0.133,103.155,0,69.283
VTSSS,VT16,2013,29.017,0,1.473,120.913,0,69.333
MELTM,1C1-078E,1995,62.46666667,7.9,0.1,188.9,143.5666667,69.33333333
VTSSS,VT19,2012,68.493,0,14.038,180.495,0,69.335
ALTM,060315AO,2016,51.63,8.31,7.27,135.64,175.77,69.49
ALTM,050707O,1998,0.24,6.08,18.94,68.09,82.3,69.51
VTSSS,VT37,2013,31.67,0,9.388,126.025,0,69.515
ALTM,1A1-017S,2009,11.87,5.69,7.36,83.88,104.51,69.53
ALTM,1A1-059O,2012,55.04,7.85,22.33,151.01,186.93,69.53
VTSSS,MAD2,2001,152.325,0.628,0.733,249.963,0,69.6
ALTM,1A1-112S,2008,3.8,8.09,6.58,82.76,104.51,69.65
VTSSS,VT61,2011,300.308,0,0.128,413.768,0,69.668
VTSSS,VT48,1995,62.94,0,1.845,155.785,0,69.683
ALTM,041007O,2007,8.89,4.55,26.7,90.38,112.64,69.71
ALTM,1A1-113S,2012,61.62,3.04,19.63,135.14,169.47,69.71
VTSSS,VT33,2002,691.46,0,0.83,777.888,0,69.738
ALTM,041007O,2008,10.43,5.21,16.96,85.73,105.45,69.75
ALTM,1A1-102O,2005,43.68,2.49,8.08,114.35,137.55,69.78
MELTM,ME-0441E,1994,60.9,5.133333333,0.733333333,214.2333333,136.0666667,69.83333333
VTLTM,1C1-091E,2002,56.4,5.167,6.633,159.1,135.3,69.867
VTSSS,VT19,1990,68.418,0,33.4,192.303,0,69.898
VTSSS,MAD2,2009,144.76,0.63,0,242.748,0,69.95
ALTM,040704O,2004,9.47,3.07,5.28,62.25,87.92,69.99
MELTM,1E1-132E,1994,13.4,1.5,0,176.1,77.1,70
MELTM,ME-4575E,1997,38.2,4,1,194.3666667,104.8666667,70
MELTM,1C1-078E,2002,68.4,7.466666667,0,187.7666667,132.6,70
MELTM,1E2-060E,1995,126.8,9.5,0.6,249.0666667,209.4,70
ALTM,1A2-077O,2010,110.7,3.3,3.06,166.76,204.59,70.01
VTLTM,1C1-095E,2005,12.733,3.4,15.933,114.433,81.233,70.033
ALTM,1A1-102O,2004,42.61,2.28,7.12,113.79,137.28,70.13
VTSSS,VT56,2011,5.648,0,5.648,99.95,0,70.15
ALTM,1A1-059O,2011,36.51,8.86,13.89,130.87,161.58,70.18
VTSSS,VT77,2002,47.89,0,0.818,140.553,0,70.243
VTSSS,VT77,1999,59.63,0,1.103,148.933,0,70.248
ALTM,040852O,2005,0.84,5.65,14.34,73.13,91.26,70.27
VTSSS,VT56,2010,5.86,0,10.105,104.263,0,70.273
ALTM,070859O,2008,12.39,2.96,13.23,73.79,92.06,70.3
VTSSS,VT18,2005,95.313,0,4,206.517,0,70.313
VTSSS,VT19,2014,67.585,0,26.155,182.828,0,70.395
VTSSS,VT61,2012,351.395,0,1.343,462.575,0,70.408
VTSSS,M004,2010,57.77,0,0,177.73,0,70.42
VTSSS,VT19,2009,60.683,0,13.4,169.56,0,70.455
VTLTM,1C1-097E,2002,31.867,1.733,4.333,130.333,92.333,70.467
VTSSS,M004,2012,67.135,0,2.45,192.65,0,70.475
VTLTM,1C1-089E,1995,9.733,4.867,2.167,101.133,75.333,70.5
VTLTM,1C1-097E,1998,15.933,2.4,0.467,112.333,82.5,70.5
ALTM,1A2-077O,2007,101.95,3.28,7.29,160.61,199.47,70.51
ALTM,1A2-077O,2009,98.21,3.63,3.99,157.73,193.77,70.52
VTSSS,MAD2,1993,120.405,0,9.403,242.01,0,70.53
VTLTM,1C1-093E,2007,6.667,1.9,24.033,105.267,76.833,70.567
VTLTM,1C1-093E,2006,2.067,1.667,15.233,93.533,67.133,70.6
VTLTM,1C1-091E,2000,46.933,5.367,3.3,148.267,126.867,70.6
VTLTM,1C1-091E,1999,45.2,5.55,3.067,149.367,125.367,70.633
VTSSS,VT16,2008,30.233,0,1.845,120.23,0,70.635
VTSSS,VT16,2016,32.098,0,0.965,119.528,0,70.673
VTSSS,VT48,2009,55.133,0,1.055,149.878,0,70.69
VTSSS,VT37,1990,36.3,0,6.85,132.935,0,70.75
ALTM,020265O,2005,23.91,3.1,21.86,95.21,122.32,70.79
VTLTM,1C1-107E,2001,74.8,4.933,8.067,189.7,160.933,70.833
VTSSS,MAD2,2003,111.09,0.62,0.683,213.683,0,70.84
VTLTM,1C1-095E,2003,15.4,3.5,9.267,118.533,85.333,70.867
VTSSS,VT37,2004,34.885,0,10.368,133.375,0,70.873
VTSSS,VT32,2005,25.45,0,8.96,124.288,0,70.875
VTSSS,VT09,2012,13.807,0,1.037,104.187,0,70.883
ALTM,040186O,2008,-13.05,5.1,10.08,37.32,51.68,70.89
VTSSS,VT56,2012,3.693,0,9.073,98.63,0,70.923
ALTM,1A1-113S,2015,63.23,2.98,14.15,130.58,165.89,70.93
VTSSS,VT16,2014,27.753,0,2.89,123.5,0,70.99
MELTM,ME-0441E,1993,67.13333333,5.033333333,0.166666667,217.4666667,140.8,71
ALTM,050707O,2004,2.22,5.57,33.32,84.55,103.83,71.03
VTSSS,VT48,2006,61.353,0,0.198,153.58,0,71.038
ALTM,040576O,2007,30.15,3.99,20.77,123.82,142.09,71.05
VTSSS,VT09,1990,11.153,0,1.365,102.67,0,71.055
ALTM,1A1-112S,2003,-0.97,8.66,9.51,89.89,114.47,71.07
ALTM,1A1-113S,2016,55.61,3.43,7.68,127.15,161.92,71.1
VTLTM,1C1-112E,1995,66.333,5.433,1.833,178.967,144.833,71.133
ALTM,050706O,2005,2.42,4.48,30.37,77.7,97.42,71.14
VTSSS,VT19,2007,72.793,0,21.287,195.02,0,71.147
VTSSS,VT09,2014,17.628,0,2.848,110.858,0,71.16
VTSSS,WOR1,1993,39.555,0,38.338,175.375,0,71.235
VTSSS,VT56,2005,9.46,0,7.628,98.548,0,71.308
ALTM,1A1-052O,2011,64.2,5.4,5.52,151.17,179.23,71.4
VTSSS,VT34,2002,88.29,0,1.74,180.665,0,71.4
VTSSS,MAD2,1994,131.695,0,5.598,239.865,0,71.46
VTSSS,VT45,2005,58.065,0,1.368,157.293,0,71.49
VTSSS,VT37,2007,28.503,0,15.695,137.813,0,71.56
ALTM,1A1-110O,2009,44.33,4.03,8.62,123.23,152.6,71.59
VTSSS,VT32,1995,8.32,0,8.915,105.075,0,71.623
ALTM,1A1-109O,2012,95.31,3.82,18.32,178.05,219.29,71.63
VTSSS,VT32,2014,9.703,0,11.915,110.683,0,71.7
VTSSS,VT32,2017,6.975,0,11.0975,107.105,0,71.7025
VTSSS,VT37,2010,34.058,0,7.51,134.108,0,71.735
VTSSS,VT19,2000,72.205,0,23.515,189.283,0,71.778
VTSSS,VT18,2014,90.728,0,14.535,198.658,0,71.785
VTSSS,VT61,2004,308.975,0,8.09,427.42,0,71.8
MELTM,1E2-060E,1993,138.6666667,12.13333333,0.366666667,274.4333333,236.7666667,71.83333333
VTSSS,VT16,2005,30.83,0,1.828,122.088,0,71.843
VTSSS,VT09,2009,10.248,0,1.605,108.073,0,71.865
VTSSS,VT37,1991,40.518,0,7.95,134.365,0,71.89
ALTM,1A1-052O,2012,80.9,4.86,6.98,162.09,192.35,71.9
VTSSS,VT24,2002,60.565,0,1.218,154.293,0,71.923
VTLTM,1C1-100E,1999,8,8.5,5,116.6,97.533,71.933
VTSSS,VT37,2011,29.708,0,8.23,127.75,0,71.963
ALTM,1A1-089O,2010,24.9,3.44,5.83,104.11,123.32,71.97
ALTM,1A1-109O,2011,82.66,4.41,14.71,159.93,198.69,72.02
VTLTM,1C1-091E,1991,45.5,0,0.95,157.625,136.4,72.025
ALTM,040707O,2007,64.53,3.87,4.56,125.43,164.06,72.05
VTSSS,MAD2,2007,143.158,0.468,0.27,252.565,0,72.053
VTLTM,1C1-100E,1994,2.6,8.333,2.1,109.133,93.3,72.1
VTSSS,VT77,2008,50.413,0,0.338,149.765,0,72.125
ALTM,1A2-066O,2009,12.67,2.4,8.02,77.92,94.72,72.13
ALTM,040852O,2004,0.53,5.63,11.66,75.75,93.95,72.18
VTLTM,1C1-091E,1992,52.65,0,2.425,149.925,128.5,72.225
ALTM,040576O,2008,25.62,4.05,17.8,114.15,129.52,72.25
ALTM,020059O,2004,47.15,8.51,4,154.67,185.19,72.28
VTLTM,1C1-107E,2002,58.333,5.867,11.467,182.033,152.833,72.3
VTSSS,VT09,2003,14.507,0,2.63,106.967,0,72.307
ALTM,1A3-048O,2012,43.33,3.8,26.84,120.42,163.41,72.42
VTSSS,VT56,2007,4.265,0,11.513,105.755,0,72.455
VTLTM,1C1-107E,1998,67.6,6.3,3.567,183.033,157.067,72.467
VTSSS,VT57,2017,33.6,0,43.0925,175.8175,0,72.485
ALTM,1A1-112S,2002,0.21,7.98,8.48,85.64,109.5,72.49
ALTM,050707O,2003,2.32,5.2,39.16,95.9,117,72.49
ALTM,1A1-071S,2013,222.47,4.03,5.97,271.1,316.19,72.52
VTSSS,VT09,1996,12.968,0,5.545,108.035,0,72.563
VTSSS,VT16,2007,25.418,0,0,118.845,0,72.615
VTSSS,VT37,1996,36.12,0,8.39,130.013,0,72.637
VTSSS,VT48,1993,63.343,0,4.203,157.775,0,72.643
VTSSS,WOR1,1991,37.79,0,16.933,155.665,0,72.645
VTSSS,VT34,1999,72.81,0,3.085,165.203,0,72.67
ALTM,1A1-102O,2003,43.11,2.25,6.51,115.53,138.22,72.7
VTSSS,VT56,2006,8.933,0,4.775,97.393,0,72.725
VTSSS,VT32,2012,10.663,0,4.648,107.705,0,72.745
VTLTM,1C1-089E,1991,1.85,0,5.45,110.825,86.3,72.75
VTSSS,VT32,2013,8.72,0,6.11,103.773,0,72.758
VTLTM,1C1-110E,1991,-11,0,13.25,79.125,64.225,72.775
ALTM,1A1-111S,2008,-21.39,7.52,17.83,51.73,68.17,72.8
VTSSS,VT45,1999,56.953,0,3.608,157.19,0,72.833
MELTM,ME-4575E,1995,39.8,4.033333333,0.1,209.9666667,114.3,72.83333333
VTSSS,VT09,1991,16.175,0,5.9,114.243,0,72.858
VTSSS,VT18,2007,93.693,0,4.403,205.553,0,72.867
ALTM,040874O,2008,4.22,2.61,10.71,66.87,83.98,72.87
ALTM,040704O,2003,8.57,3.12,5.87,66.89,92.85,72.87
VTSSS,VT32,2015,7.598,0,7.948,101.348,0,72.875
